"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-11-09",,"82","93",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-11-10",,"84","92","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-11-11",,"83","92","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-11-12",,"82","93",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-11-13",,"84","92",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-11-14",,"85","90",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-11-15",,"85","93","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-11-16",,"81",,"72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-11-17",,"81","87","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-11-18",,"85","94","70"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-11-19",,"82","94","63"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-11-20",,"84","92",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-11-21",,"82","92","71"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-11-22","0.08","85","93","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-11-23","0.00","86","92","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-11-24",,"81","91","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-11-25",,"84","93","70"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-11-26",,"85",,
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-11-27",,"83","93","71"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-11-28",,"81","93","70"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-11-29",,"83","93",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-11-30",,"84",,
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-01",,"84",,"73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-02",,"84",,
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-03",,"83",,"72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-04",,"83","93","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-05",,"85",,"71"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-06",,"82","93","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-07",,"83","91","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-08",,"87","94",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-09",,"85","95","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-10",,"82",,"73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-11",,"81","89","69"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-12",,"81","92","67"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-13",,"83",,"66"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-14",,"83","94",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-15",,"87","94",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-16",,"86","95","75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-17",,"83","97","75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-18",,"83",,"74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-19",,"87","95","77"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-20",,"84",,"77"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-21","0.12","81","92","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-22","0.02","81",,"74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-23","0.00","76","91","62"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-24",,"75","90","61"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-25",,"74","92","61"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-26",,"78","93","66"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-27",,"79","95","65"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-28",,"83","96","67"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-29",,"78","95","70"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-30",,"83","95","70"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2017-12-31",,"79","95","68"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-01",,"79","95",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-02",,"77","94","63"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-03",,"78",,"64"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-04",,"78","94","66"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-05",,"78","96","64"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-06",,"81","97","68"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-07",,"83","96","75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-08",,"83","97","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-09","0.39","83","95","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-10","0.00","81","96","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-11",,"81","95","68"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-12",,"78",,"68"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-13",,"80","98","65"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-14",,"79","96","63"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-15",,"79","95","68"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-16",,"82","97","68"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-17",,"85","96","68"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-18",,"85","99","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-19",,"86","99","77"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-20",,"85","99","77"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-21",,"82","99","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-22",,"83","97","68"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-23",,"82","96","69"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-24",,"80",,"70"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-25",,"82","97","68"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-26",,"81","97","66"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-27",,"82","96","68"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-28",,"87","98","75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-29",,"85","97","75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-30",,"84","99","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-01-31",,"88","99",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-01",,"86","99","77"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-02",,"88",,"76"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-03",,"87","98","77"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-04","0.02","88","99","76"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-05","0.00","86","99","77"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-06",,"88","101","78"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-07",,"90","101","77"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-08",,"89","103","78"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-09",,"86","102","76"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-10",,"87","99","77"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-11",,"88","101","77"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-12",,"86",,"76"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-13",,"87","99","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-14",,"88","102","75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-15",,"80",,"77"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-21","1.30","80","91","70"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-22","0.00","86","99","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-23",,"85","98","75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-24",,"83","96","77"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-25","0.04","82","97","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-26","1.46","81","94","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-27","0.00","84","97",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-02-28","0.39","82",,"70"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-01","0.00","85","98",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-02","1.34","83","97","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-03","0.00","84","99","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-04",,"84","96","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-05","0.59","82","96","70"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-06","0.00","84",,"73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-07",,"80","94",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-08","1.42","83",,"71"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-09","0.00","83",,"76"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-10",,"85",,"72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-11",,"83",,"74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-12",,"84","97","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-13",,"84","94","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-14",,"86","97","77"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-15",,"84","96",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-16","0.28","84","96","77"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-17","0.00","83","90",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-18",,"83","94","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-19",,"83","95","75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-20",,"83","93","76"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-21","0.55","84","94","77"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-22","0.00","84","95","75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-23",,"83","96","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-24","0.75","80","90","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-25","0.00","83","92","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-26",,"84","94","75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-27",,"85","94","75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-28",,"85","96","75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-29",,"85",,"74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-30",,"83",,"76"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-03-31",,"83","95","75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-01","0.08","83",,"75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-02","0.00","84",,"78"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-03",,"85","91","76"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-04",,"86","97","77"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-05","1.26","81","91","70"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-06","0.01","85",,"75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-07","0.00","83","94","75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-08",,"83","94","75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-09",,"82",,"75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-10",,"81",,"73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-11",,"80","96","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-12",,"85","97","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-13",,"84",,
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-14","0.55","83",,
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-15","0.16","81","92","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-16","0.00","85","96","75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-17",,"87",,
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-18",,"83","97","76"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-19",,"83","93","76"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-20",,"82","96",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-21","0.79","78","93","71"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-22","0.00","82",,
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-23","0.51","83","94","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-24","0.00","85","94","77"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-25",,"85",,
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-26","0.51","83","91","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-27","0.00","85","94","75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-28",,"79","86",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-29",,"83","95","71"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-04-30","0.24","83",,"72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-02",,"86","93",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-03",,"85","92","71"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-04",,"82",,"74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-05",,"84","96","75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-06",,"81",,
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-07",,"81",,"72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-08",,"85","95","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-09",,"81","92","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-10",,"84","93",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-11",,"76",,
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-12",,"79","88","70"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-13",,"80","89","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-14",,"83","92","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-15",,"83","94","76"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-16",,"81",,"75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-17","0.24","81","92","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-18","0.12","81","91","69"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-19","0.00","87","94",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-20",,"82",,
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-21",,"86","93",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-22",,"85","95","77"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-23",,"82","95",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-24",,"86","93",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-25",,"80",,"75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-26",,"83","89",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-27",,"78","90",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-28",,"86","91",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-29",,"82","91","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-05-30",,"81","92","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-01",,"87","93",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-02",,"87","93",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-03",,"84",,
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-05",,"86","94",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-06",,"81","94","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-07",,"88",,
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-08",,"88","93",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-10",,"87","92",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-11",,"83",,
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-12",,"85","91",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-14",,"84",,"74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-15",,"85",,
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-16",,"81",,"75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-18",,"83","89",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-19",,"75","79",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-20",,"81","89",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-21",,"81","88",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-22",,"77","88","71"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-23","0.83","78",,"73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-24","0.00","80","90","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-25",,"81","90",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-26",,"80",,"70"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-27","1.26","79","87","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-28","0.04","80","90","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-29","0.00","79",,"73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-06-30","0.87","79","89","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-01","0.00","76","89",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-02","1.06","79","89","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-03","0.00","81","88",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-04","0.16","78","89","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-05","0.00","80","88","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-06",,"78","86","75"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-07","0.08","78",,"72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-08","0.16","80","90","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-09","1.22","78","88","70"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-10","0.00","79","88","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-11","0.00","79",,"71"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-12","0.00","80","90","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-13",,"80","87",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-14",,"78","85","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-15",,"79","87","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-16",,"80","90","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-17",,"80","87",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-18",,"77","87","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-19",,"83","89",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-20",,"81","89","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-21",,"82","88",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-22",,"82","91","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-23",,"80","89","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-24",,"81",,
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-25",,"77","80",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-26",,"80","89","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-27","0.00","80","91","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-28","0.00","80","91","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-29",,"80","91","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-30",,"80","90","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-07-31",,"78","90","69"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-01",,"78","88","68"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-02",,"77","87","69"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-03",,"79","89","70"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-04",,"80","89","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-05",,"78","90","67"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-06",,"77","87","66"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-07",,"78","86","68"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-08",,"81","90","69"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-09",,"79","90","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-10",,"78","87","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-11",,"79",,"71"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-12",,"79","92","69"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-13",,"79","88","70"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-14",,"78","89","71"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-15","0.12","80","90","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-16","0.00","81","92","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-17",,"81","90","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-18",,"79","84","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-19",,"79","90","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-20",,"78","88","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-21",,"83","91",
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-22","0.63","78","90","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-23","0.12","79","87","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-24","0.04","79","91","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-25","3.19","74","84","68"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-26","1.14","77","85","71"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-27","0.31","79","89","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-28","0.00","78","91","70"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-29",,"79",,"72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-30",,"80","90","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-08-31",,"78","90","73"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-09-01",,"78","89","72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-09-02",,"79","89","74"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-09-03","1.02","79",,"72"
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-09-04","0.00","74",,
"IV000005562","DIMBOKRO, IV","6.65","-4.7","110.0","2018-09-09",,"80",,
